region,code_circonscription,circonscription,nb_bv,inscrits,votants,taux_participation,bulletins_nuls,suffrages_exprimes,bulletins_blancs,parti,candidat,voix,pourcentage_voix,elu,page_source,candidat_canon
HAMBOL,095,BONIEREDOUGOU ET FOUMBOLO COMMUNES ET SOUS PREFECTURES,82,22014,11652,52.93,295,11357,175,INDEPENDANT,COULIBALY SOULEYMANE,390,3.43,False,18,COULIBALY SOULEYMANE
HAMBOL,096,FRONAN KATIOLA ET TIMBE COMMUNES ET SOUS PREFECTURES,128,45033,17667,39.23,396,17271,271,INDEPENDANT,TRAORE KARIME,5146,29.8,False,18,TRAORE KARIME
HAMBOL,096,FRONAN KATIOLA ET TIMBE COMMUNES ET SOUS PREFECTURES,128,45033,17667,39.23,396,17271,271,RHDP,CAMARA POGABAHA THOMAS,11788,68.25,True,18,CAMARA POGABAHA THOMAS
HAMBOL,096,FRONAN KATIOLA ET TIMBE COMMUNES ET SOUS PREFECTURES,128,45033,17667,39.23,396,17271,271,AIDE,PARE KATITCHO BINTOU CATHERINE,66,0.38,False,18,PARE KATITCHO BINTOU CATHERINE
HAMBOL,097,ARIKOKAHA NIAKARAMANDOUGOU ET TORTIYA COMMUNES ET SOUS PREFECTURES,81,27757,12576,45.31,103,12473,160,INDEPENDANT,TRAORE KARIDIA,2808,22.51,False,18,TRAORE KARIDIA
HAMBOL,097,ARIKOKAHA NIAKARAMANDOUGOU ET TORTIYA COMMUNES ET SOUS PREFECTURES,81,27757,12576,45.31,103,12473,160,RHDP,KONE CATHERINE,8915,71.47,True,18,KONE CATHERINE
HAMBOL,097,ARIKOKAHA NIAKARAMANDOUGOU ET TORTIYA COMMUNES ET SOUS PREFECTURES,81,27757,12576,45.31,103,12473,160,PDCI RDA,TOURE ISSOUF,590,4.73,False,18,TOURE ISSOUF
HAMBOL,098,BADIKAHA NIEDEKAHA ET TAFIRE COMMUNES ET SOUS PREFECTURES,74,23601,23389,99.1,44,23345,16,RHDP,KONE TIEMOKO MEYLIET,23329,99.93,True,18,KONE TIEMOKO MEYLIET
HAUT SASSANDRA,099,BEDIALA GADOUAN ET GONATE COMMUNES ET SOUS PREFECTURES,147,41499,12590,30.34,457,12133,146,INDEPENDANT,ALLIANCE POUR LA DEMOCRATIE ET LE DEVELOPPEMENT,3602,29.69,False,18,ALLIANCE POUR LA DEMOCRATIE ET LE DEVELOPPEMENT
HAUT SASSANDRA,099,BEDIALA GADOUAN ET GONATE COMMUNES ET SOUS PREFECTURES,147,41499,12590,30.34,457,12133,146,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,5873,48.41,True,18,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE
HAUT SASSANDRA,099,BEDIALA GADOUAN ET GONATE COMMUNES ET SOUS PREFECTURES,147,41499,12590,30.34,457,12133,146,PDCI RDA,TOUS ENSEMBLE POUR LA COTE D IVOIRE,2512,20.7,False,18,TOUS ENSEMBLE POUR LA COTE D IVOIRE
HAUT SASSANDRA,100,DALOA VILLE ET SOUS PREFECTURE,358,129515,27394,21.15,401,26993,265,INDEPENDANT,PRO COTE D IVOIRE POUR UN PARLEMENT DEFENSEUR DES POPULATIONS,412,1.53,False,18,PRO COTE DIVOIRE POUR UN PARLEMENT DEFENSEUR DES POPULATIONS
HAUT SASSANDRA,100,DALOA VILLE ET SOUS PREFECTURE,358,129515,27394,21.15,401,26993,265,INDEPENDANT,ENSEMBLE REALISONS,1035,3.83,False,18,ENSEMBLE REALISONS
HAUT SASSANDRA,100,DALOA VILLE ET SOUS PREFECTURE,358,129515,27394,21.15,401,26993,265,INDEPENDANT,LESPOIR POLITIQUE DE DALOA,990,3.67,False,18,LESPOIR POLITIQUE DE DALOA
HAUT SASSANDRA,100,DALOA VILLE ET SOUS PREFECTURE,358,129515,27394,21.15,401,26993,265,INDEPENDANT,EGALITE POUR LEQUILIBRE SOCIO ECONOMIQUE,987,3.66,False,18,EGALITE POUR LEQUILIBRE SOCIO ECONOMIQUE
HAUT SASSANDRA,100,DALOA VILLE ET SOUS PREFECTURE,358,129515,27394,21.15,401,26993,265,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,21340,79.06,True,18,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE
HAUT SASSANDRA,100,DALOA VILLE ET SOUS PREFECTURE,358,129515,27394,21.15,401,26993,265,INDEPENDANT,POUR NOUS CEST DALOA,1844,6.83,False,18,POUR NOUS CEST DALOA
HAUT SASSANDRA,100,DALOA VILLE ET SOUS PREFECTURE,358,129515,27394,21.15,401,26993,265,INDEPENDANT,JEUNESSE UNIE DE DALOA,120,0.44,False,18,JEUNESSE UNIE DE DALOA
HAUT SASSANDRA,101,GBOGUHE ET ZAHIBO COMMUNES ET SOUS PREFECTURES,103,24051,10915,45.38,256,10659,122,INDEPENDANT,DIGBEU TOH LAMBERT,366,3.43,False,18,DIGBEU TOH LAMBERT
HAUT SASSANDRA,101,GBOGUHE ET ZAHIBO COMMUNES ET SOUS PREFECTURES,103,24051,10915,45.38,256,10659,122,ADCI,TETIALY TETIALY ADOLPHE,34,0.32,False,18,TETIALY TETIALY ADOLPHE
HAUT SASSANDRA,101,GBOGUHE ET ZAHIBO COMMUNES ET SOUS PREFECTURES,103,24051,10915,45.38,256,10659,122,RHDP,OUATTARA BAKARY,3511,32.94,False,18,OUATTARA BAKARY
HAUT SASSANDRA,101,GBOGUHE ET ZAHIBO COMMUNES ET SOUS PREFECTURES,103,24051,10915,45.38,256,10659,122,INDEPENDANT,KIPRE STEPHANE AYMAR AUGUSTIN,5907,55.42,True,18,KIPRE STEPHANE AYMAR AUGUSTIN
HAUT SASSANDRA,101,GBOGUHE ET ZAHIBO COMMUNES ET SOUS PREFECTURES,103,24051,10915,45.38,256,10659,122,MGC,BIAHI FLORA ESTELLE DESIREE,21,0.2,False,18,BIAHI FLORA ESTELLE DESIREE
HAUT SASSANDRA,101,GBOGUHE ET ZAHIBO COMMUNES ET SOUS PREFECTURES,103,24051,10915,45.38,256,10659,122,PDCI RDA,LIKANE YAGUI JEAN,698,6.55,False,18,LIKANE YAGUI JEAN
HAUT SASSANDRA,102,BOGUEDIA ISSIA ET TAPEGUIA COMMUNES ET SOUS PREFECTURES,166,52889,13588,25.69,447,13141,130,INDEPENDANT,UNION DES JEUNES POUR LE DEVELOPPEMENT,264,2.01,False,18,UNION DES JEUNES POUR LE DEVELOPPEMENT
HAUT SASSANDRA,102,BOGUEDIA ISSIA ET TAPEGUIA COMMUNES ET SOUS PREFECTURES,166,52889,13588,25.69,447,13141,130,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,5651,43.0,True,18,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE
HAUT SASSANDRA,102,BOGUEDIA ISSIA ET TAPEGUIA COMMUNES ET SOUS PREFECTURES,166,52889,13588,25.69,447,13141,130,INDEPENDANT,EPI ENSSEMBLE POUR ISSIA,2451,18.65,False,18,EPI ENSSEMBLE POUR ISSIA
HAUT SASSANDRA,102,BOGUEDIA ISSIA ET TAPEGUIA COMMUNES ET SOUS PREFECTURES,166,52889,13588,25.69,447,13141,130,INDEPENDANT,ENSEMBLE POUR LA CAUSE D ISSIA,954,7.26,False,18,ENSEMBLE POUR LA CAUSE D ISSIA
HAUT SASSANDRA,102,BOGUEDIA ISSIA ET TAPEGUIA COMMUNES ET SOUS PREFECTURES,166,52889,13588,25.69,447,13141,130,INDEPENDANT,TOUS UNIS POUR ISSIA,3691,28.09,False,18,TOUS UNIS POUR ISSIA
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,INDEPENDANT,GOKOU YODE PATRICK,1793,29.58,False,19,GOKOU YODE PATRICK
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,INDEPENDANT,SERY GBOGUHE RICHARD,308,5.08,False,19,SERY GBOGUHE RICHARD
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,INDEPENDANT,LAGO DONWAHI CHARLES,133,2.19,False,19,LAGO DONWAHI CHARLES
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,MNRP,LOUOBA MICHAEL,727,11.99,False,19,LOUOBA MICHAEL
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,RHDP,TRAORE DOTEME,1950,32.17,True,19,TRAORE DOTEME
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,INDEPENDANT,PALLE PALLE ISIDORE,91,1.5,False,19,PALLE PALLE ISIDORE
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,GP PAIX,KOUAKOU KOFFI,44,0.73,False,19,KOUAKOU KOFFI
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,INDEPENDANT,YOBOUET KOUAKOU DIEUDONNE,49,0.81,False,19,YOBOUET KOUAKOU DIEUDONNE
HAUT SASSANDRA,103,IBOGUHE ET NAMANE COMMUNES ET SOUS PREFECTURES,68,19888,6218,31.27,156,6062,76,PDCI RDA,DIBAHI DODO AMEDEE,891,14.7,False,19,DIBAHI DODO AMEDEE
HAUT SASSANDRA,104,NAHIO ET SAIOUA COMMUNES ET SOUS PREFECTURES,109,33075,13469,40.72,280,13189,162,CODE,SERI LANDRY,342,2.59,False,19,SERI LANDRY
HAUT SASSANDRA,104,NAHIO ET SAIOUA COMMUNES ET SOUS PREFECTURES,109,33075,13469,40.72,280,13189,162,INDEPENDANT,SOKORA SOKORA ARMAND,216,1.64,False,19,SOKORA SOKORA ARMAND
HAUT SASSANDRA,104,NAHIO ET SAIOUA COMMUNES ET SOUS PREFECTURES,109,33075,13469,40.72,280,13189,162,RHDP,LOKPO BRAHIMA,9209,69.82,True,19,LOKPO BRAHIMA
HAUT SASSANDRA,104,NAHIO ET SAIOUA COMMUNES ET SOUS PREFECTURES,109,33075,13469,40.72,280,13189,162,INDEPENDANT,YOKOZO MARINA ANGELE,76,0.58,False,19,YOKOZO MARINA ANGELE
HAUT SASSANDRA,104,NAHIO ET SAIOUA COMMUNES ET SOUS PREFECTURES,109,33075,13469,40.72,280,13189,162,MGC,MADI BOUABRE,258,1.96,False,19,MADI BOUABRE
HAUT SASSANDRA,104,NAHIO ET SAIOUA COMMUNES ET SOUS PREFECTURES,109,33075,13469,40.72,280,13189,162,PDCI RDA,DJEDJE MADY ALPHONSE,2926,22.19,False,19,DJEDJE MADY ALPHONSE
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,INDEPENDANT,VAVOUA ENSEMBLE C EST POSSIBLE,2990,24.81,False,19,VAVOUA ENSEMBLE C EST POSSIBLE
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,INDEPENDANT,ENSEMBLE POUR LE DEVELOPPEMENT,205,1.7,False,19,ENSEMBLE POUR LE DEVELOPPEMENT
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,4576,37.97,True,19,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,INDEPENDANT,LE CHANGEMENT C EST MAINTENANT,324,2.69,False,19,LE CHANGEMENT C EST MAINTENANT
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,INDEPENDANT,VAVOUA JEUNESSE DEBOUT,297,2.46,False,19,VAVOUA JEUNESSE DEBOUT
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,INDEPENDANT,ENSEMBLE POUR LA RELEVE,58,0.48,False,19,ENSEMBLE POUR LA RELEVE
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,INDEPENDANT,VAVOUA LE CHANGEMENT C EST MAINTENANT,115,0.95,False,19,VAVOUA LE CHANGEMENT C EST MAINTENANT
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,INDEPENDANT,UN NOUVEAU DEPART,65,0.54,False,19,UN NOUVEAU DEPART
HAUT SASSANDRA,105,BAZRA NATILS DANANON KETRO BASSAM ET VAVOUA COMMUNES ET SOUS PREFECTURES,139,40972,12481,30.46,430,12051,428,PDCI RDA,TOUS ENSEMBLE POUR LA COTE D IVOIRE,2993,24.84,False,19,TOUS ENSEMBLE POUR LA COTE D IVOIRE
HAUT SASSANDRA,106,DANIA COMMUNE ET SOUS PREFECTURE,46,12480,5299,42.46,154,5145,107,INDEPENDANT,KOUAME KOUADIO ANDERSON,1090,21.19,False,19,KOUAME KOUADIO ANDERSON
HAUT SASSANDRA,106,DANIA COMMUNE ET SOUS PREFECTURE,46,12480,5299,42.46,154,5145,107,INDEPENDANT,N GUESSAN KOUAKOU SALOMON,59,1.15,False,19,N GUESSAN KOUAKOU SALOMON
HAUT SASSANDRA,106,DANIA COMMUNE ET SOUS PREFECTURE,46,12480,5299,42.46,154,5145,107,INDEPENDANT,SERY SOKO,310,6.03,False,19,SERY SOKO
HAUT SASSANDRA,106,DANIA COMMUNE ET SOUS PREFECTURE,46,12480,5299,42.46,154,5145,107,RHDP,VEDEA BLIKAN ELISABETH,2374,46.14,True,19,VEDEA BLIKAN ELISABETH
HAUT SASSANDRA,106,DANIA COMMUNE ET SOUS PREFECTURE,46,12480,5299,42.46,154,5145,107,INDEPENDANT,GBEDEGNE NADJE HUGUES,173,3.36,False,19,GBEDEGNE NADJE HUGUES
HAUT SASSANDRA,106,DANIA COMMUNE ET SOUS PREFECTURE,46,12480,5299,42.46,154,5145,107,INDEPENDANT,BERTE NADO AMARA,57,1.11,False,19,BERTE NADO AMARA
HAUT SASSANDRA,106,DANIA COMMUNE ET SOUS PREFECTURE,46,12480,5299,42.46,154,5145,107,PDCI RDA,TAPE TOUAPLI,975,18.95,False,19,TAPE TOUAPLI
HAUT SASSANDRA,107,SEITIFLA COMMUNE ET SOUS PREFECTURE,42,11109,5174,46.57,183,4991,88,RHDP,TRA BI SUI GUILLAUME,3312,66.36,True,20,TRA BI SUI GUILLAUME
HAUT SASSANDRA,107,SEITIFLA COMMUNE ET SOUS PREFECTURE,42,11109,5174,46.57,183,4991,88,INDEPENDANT,OUIGNAN MARTIN,1416,28.37,False,20,OUIGNAN MARTIN
HAUT SASSANDRA,107,SEITIFLA COMMUNE ET SOUS PREFECTURE,42,11109,5174,46.57,183,4991,88,INDEPENDANT,KOUASSI BROU GAUTHIER,175,3.51,False,20,KOUASSI BROU GAUTHIER
HAUT SASSANDRA,108,DOMANGBEU GREGBEU GUESSABO ET ZOUKOUGBEU COMMUNES ET SOUS PREFECTURES,92,24325,8062,33.14,171,7891,85,FPP,BAMBA KALIFA,37,0.47,False,20,BAMBA KALIFA
HAUT SASSANDRA,108,DOMANGBEU GREGBEU GUESSABO ET ZOUKOUGBEU COMMUNES ET SOUS PREFECTURES,92,24325,8062,33.14,171,7891,85,RHDP,DOH DIBAHI MARCELLIN,4276,54.19,True,20,DOH DIBAHI MARCELLIN
HAUT SASSANDRA,108,DOMANGBEU GREGBEU GUESSABO ET ZOUKOUGBEU COMMUNES ET SOUS PREFECTURES,92,24325,8062,33.14,171,7891,85,INDEPENDANT,TETEA ZAMOSSE LEONARD,357,4.52,False,20,TETEA ZAMOSSE LEONARD
HAUT SASSANDRA,108,DOMANGBEU GREGBEU GUESSABO ET ZOUKOUGBEU COMMUNES ET SOUS PREFECTURES,92,24325,8062,33.14,171,7891,85,PDCI RDA,GOZE SEPLE BERNARD,3136,39.74,False,20,GOZE SEPLE BERNARD
IFFOU,109,AKPASSANOU ANANDA ET OUELLE COMMUNES ET SOUS PREFECTURES,70,19944,7665,38.43,237,7428,54,INDEPENDANT,KOUASSI KOUADIO FRANCOIS,48,0.65,False,20,KOUASSI KOUADIO FRANCOIS
IFFOU,109,AKPASSANOU ANANDA ET OUELLE COMMUNES ET SOUS PREFECTURES,70,19944,7665,38.43,237,7428,54,GP PAIX,KONAN KOUAKOU,98,1.32,False,20,KONAN KOUAKOU
IFFOU,109,AKPASSANOU ANANDA ET OUELLE COMMUNES ET SOUS PREFECTURES,70,19944,7665,38.43,237,7428,54,PDCI RDA,YAO N GUESSAN JUSTIN INNOCENT,4346,58.51,True,20,YAO N GUESSAN JUSTIN INNOCENT
IFFOU,109,AKPASSANOU ANANDA ET OUELLE COMMUNES ET SOUS PREFECTURES,70,19944,7665,38.43,237,7428,54,INDEPENDANT,KOUAKOU KOUADIO JEAN ARSENE,709,9.54,False,20,KOUAKOU KOUADIO JEAN ARSENE
IFFOU,109,AKPASSANOU ANANDA ET OUELLE COMMUNES ET SOUS PREFECTURES,70,19944,7665,38.43,237,7428,54,RHDP,KOUAKOU KOUASSI HUBERT,2173,29.25,False,20,KOUAKOU KOUASSI HUBERT
IFFOU,110,DAOUKRO ET N GATTAKRO COMMUNES ET SOUS PREFECTURES,111,37825,10860,28.71,436,10424,72,INDEPENDANT,AKOTO KOUASSI OLIVIER,2411,23.13,False,20,AKOTO KOUASSI OLIVIER
IFFOU,110,DAOUKRO ET N GATTAKRO COMMUNES ET SOUS PREFECTURES,111,37825,10860,28.71,436,10424,72,RHDP,KOUAKOU KOUADIO GERMAIN,939,9.01,False,20,KOUAKOU KOUADIO GERMAIN
IFFOU,110,DAOUKRO ET N GATTAKRO COMMUNES ET SOUS PREFECTURES,111,37825,10860,28.71,436,10424,72,PDCI RDA,KOUASSI TEOPHILE,5907,56.67,True,20,KOUASSI TEOPHILE
IFFOU,110,DAOUKRO ET N GATTAKRO COMMUNES ET SOUS PREFECTURES,111,37825,10860,28.71,436,10424,72,INDEPENDANT,TRAORE ABOU,658,6.31,False,20,TRAORE ABOU
IFFOU,110,DAOUKRO ET N GATTAKRO COMMUNES ET SOUS PREFECTURES,111,37825,10860,28.71,436,10424,72,INDEPENDANT,KOUAME KOUASSI BENSON,437,4.19,False,20,KOUAME KOUASSI BENSON
IFFOU,111,ETTROKRO ET SAMANZA COMMUNES ET SOUS PREFECTURES,44,11430,5639,49.34,315,5324,53,PDCI RDA,N DOUFOU KOUASSI RICHARD,1753,32.93,True,20,N DOUFOU KOUASSI RICHARD
IFFOU,111,ETTROKRO ET SAMANZA COMMUNES ET SOUS PREFECTURES,44,11430,5639,49.34,315,5324,53,INDEPENDANT,KOUA MORO JEAN BAPTISTE,765,14.37,False,20,KOUA MORO JEAN BAPTISTE
IFFOU,111,ETTROKRO ET SAMANZA COMMUNES ET SOUS PREFECTURES,44,11430,5639,49.34,315,5324,53,INDEPENDANT,EKRA KOFFI JEAN JACQUES,1590,29.86,False,20,EKRA KOFFI JEAN JACQUES
IFFOU,111,ETTROKRO ET SAMANZA COMMUNES ET SOUS PREFECTURES,44,11430,5639,49.34,315,5324,53,RHDP,KOFFI KONIEN MOISE,1163,21.84,False,20,KOFFI KONIEN MOISE
IFFOU,112,BONGUERA KONDOSSOU ET M BAHIAKRO COMMUNES ET SOUS PREFECTURES,118,31073,14797,47.62,640,14157,198,INDEPENDANT,KOUAKOU ATCHELAUD FAUSTO LEWIS,2500,17.66,False,20,KOUAKOU ATCHELAUD FAUSTO LEWIS
IFFOU,112,BONGUERA KONDOSSOU ET M BAHIAKRO COMMUNES ET SOUS PREFECTURES,118,31073,14797,47.62,640,14157,198,INDEPENDANT,TRAORE AHMED PARFAIT,4697,33.18,True,20,TRAORE AHMED PARFAIT
IFFOU,112,BONGUERA KONDOSSOU ET M BAHIAKRO COMMUNES ET SOUS PREFECTURES,118,31073,14797,47.62,640,14157,198,PDCI RDA,KOUAME TIALY HONORE,2516,17.77,False,20,KOUAME TIALY HONORE
IFFOU,112,BONGUERA KONDOSSOU ET M BAHIAKRO COMMUNES ET SOUS PREFECTURES,118,31073,14797,47.62,640,14157,198,INDEPENDANT,KOUAME KOUADIO JEAN JACQUES,168,1.19,False,20,KOUAME KOUADIO JEAN JACQUES
IFFOU,112,BONGUERA KONDOSSOU ET M BAHIAKRO COMMUNES ET SOUS PREFECTURES,118,31073,14797,47.62,640,14157,198,INDEPENDANT,KOUAKOU KOUADIO,3004,21.22,False,20,KOUAKOU KOUADIO
IFFOU,112,BONGUERA KONDOSSOU ET M BAHIAKRO COMMUNES ET SOUS PREFECTURES,118,31073,14797,47.62,640,14157,198,RHDP,OUATTARA BAKARY,1074,7.59,False,20,OUATTARA BAKARY
IFFOU,113,ANIANOU FAMIENKRO KOFFI AMONKRO NAFANA ET PRIKRO COMMUNESETSOU PREFECTURES,105,30711,15501,50.47,406,15095,225,PDCI RDA,ADI KOUAME ISAC,6704,44.41,False,20,ADI KOUAME ISAC
IFFOU,113,ANIANOU FAMIENKRO KOFFI AMONKRO NAFANA ET PRIKRO COMMUNESETSOU PREFECTURES,105,30711,15501,50.47,406,15095,225,INDEPENDANT,DRAMANE KOUAKOU AMADOU,278,1.84,False,20,DRAMANE KOUAKOU AMADOU
IFFOU,113,ANIANOU FAMIENKRO KOFFI AMONKRO NAFANA ET PRIKRO COMMUNESETSOU PREFECTURES,105,30711,15501,50.47,406,15095,225,RHDP,KOUASSI KOUASSI JEAN CLAUDE,7888,52.26,True,20,KOUASSI KOUASSI JEAN CLAUDE
INDENIE DJUABLIN,114,ABENGOUROU COMMUNE,128,48575,11873,24.44,206,11667,48,INDEPENDANT,KONE MOUSSA,1039,8.91,False,20,KONE MOUSSA
INDENIE DJUABLIN,114,ABENGOUROU COMMUNE,128,48575,11873,24.44,206,11667,48,INDEPENDANT,NINTANE MAMADOU,1006,8.62,False,20,NINTANE MAMADOU
INDENIE DJUABLIN,114,ABENGOUROU COMMUNE,128,48575,11873,24.44,206,11667,48,RHDP,BAH ABDOULAYE,5872,50.33,True,20,BAH ABDOULAYE
INDENIE DJUABLIN,114,ABENGOUROU COMMUNE,128,48575,11873,24.44,206,11667,48,INDEPENDANT,FOFANA ABDOUL KARIM,76,0.65,False,20,FOFANA ABDOUL KARIM
INDENIE DJUABLIN,114,ABENGOUROU COMMUNE,128,48575,11873,24.44,206,11667,48,PDCI RDA,BREDOU BREDOU ATHANASE,3626,31.08,False,20,BREDOU BREDOU ATHANASE
INDENIE DJUABLIN,114,ABENGOUROU COMMUNE,128,48575,11873,24.44,206,11667,48,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,17921,82.26,True,20,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE
INDENIE DJUABLIN,116,AGNIBILEKROU COMMUNE ET SOUS PREFECTURES,74,28087,11675,41.57,423,11252,77,INDEPENDANT,KOUAME BELLEBA MYRIAM ASHELEY,51,0.45,False,21,KOUAME BELLEBA MYRIAM ASHELEY
INDENIE DJUABLIN,116,AGNIBILEKROU COMMUNE ET SOUS PREFECTURES,74,28087,11675,41.57,423,11252,77,INDEPENDANT,ASSEMIAN EPSE TAHI AKISSI MARIE PAUL,32,0.28,False,21,ASSEMIAN EPSE TAHI AKISSI MARIE PAUL
INDENIE DJUABLIN,116,AGNIBILEKROU COMMUNE ET SOUS PREFECTURES,74,28087,11675,41.57,423,11252,77,RHDP,FOFANA SIANDOU,5744,51.05,True,21,FOFANA SINDOU
INDENIE DJUABLIN,116,AGNIBILEKROU COMMUNE ET SOUS PREFECTURES,74,28087,11675,41.57,423,11252,77,INDEPENDANT,BEUGRE KOFFI BOAFFE BRICE CYRILE,122,1.08,False,21,BEUGRE KOFFI BOAFFE BRICE CYRILE
INDENIE DJUABLIN,116,AGNIBILEKROU COMMUNE ET SOUS PREFECTURES,74,28087,11675,41.57,423,11252,77,PDCI RDA,MANDODJA M BIA ROGER,5226,46.45,False,21,MANDODJA M BIA ROGER
INDENIE DJUABLIN,117,AKOBOISSUE ET DAME DOUFFREBO ET TANGUELAN COMMUNES ET SOUS PREFECTURES,67,17960,8130,45.27,470,7660,67,INDEPENDANT,BARRY SOULEYMANE,54,0.7,False,21,BARRY SOULEYMANE
INDENIE DJUABLIN,117,AKOBOISSUE ET DAME DOUFFREBO ET TANGUELAN COMMUNES ET SOUS PREFECTURES,67,17960,8130,45.27,470,7660,67,INDEPENDANT,KAMBIRE SIE,68,0.89,False,21,KAMBIRE SIE
INDENIE DJUABLIN,117,AKOBOISSUE ET DAME DOUFFREBO ET TANGUELAN COMMUNES ET SOUS PREFECTURES,67,17960,8130,45.27,470,7660,67,RHDP,ABOULAYE NANGO,3308,43.19,True,21,ABOULAYE NANGO
INDENIE DJUABLIN,117,AKOBOISSUE ET DAME DOUFFREBO ET TANGUELAN COMMUNES ET SOUS PREFECTURES,67,17960,8130,45.27,470,7660,67,INDEPENDANT,KOUAKOU ADOU LEON,1051,13.72,False,21,KOUAKOU ADOU LEON
INDENIE DJUABLIN,117,AKOBOISSUE ET DAME DOUFFREBO ET TANGUELAN COMMUNES ET SOUS PREFECTURES,67,17960,8130,45.27,470,7660,67,PDCI RDA,AMANKOU JEAN MICHEL,3112,40.63,False,21,AMANKOU JEAN MICHEL
INDENIE DJUABLIN,118,BETTIE ET DIAMARAKRO COMMUNES ET SOUS PREFECTURES,47,14086,5069,35.99,142,4927,30,INDEPENDANT,KONAN JEAN DE DIEU,1462,29.67,False,21,KONAN JEAN DE DIEU
INDENIE DJUABLIN,118,BETTIE ET DIAMARAKRO COMMUNES ET SOUS PREFECTURES,47,14086,5069,35.99,142,4927,30,ADCI,ANOH KOUAO STEPHANE,94,1.91,False,21,ANOH KOUAO STEPHANE
INDENIE DJUABLIN,118,BETTIE ET DIAMARAKRO COMMUNES ET SOUS PREFECTURES,47,14086,5069,35.99,142,4927,30,RHDP,TANO MANIZAN ETIENNE,1740,35.32,True,21,TANO MANIZAN ETIENNE
INDENIE DJUABLIN,118,BETTIE ET DIAMARAKRO COMMUNES ET SOUS PREFECTURES,47,14086,5069,35.99,142,4927,30,INDEPENDANT,ALIKO NCHO FRANCK ANGHUI,238,4.83,False,21,ALIKO NCHO FRANCK ANGHUI
INDENIE DJUABLIN,118,BETTIE ET DIAMARAKRO COMMUNES ET SOUS PREFECTURES,47,14086,5069,35.99,142,4927,30,PDCI RDA,BROU MIAN,1363,27.66,False,21,BROU MIAN
KABADOUGOU,119,GBONGAHA ET SEGUELON COMMUNES ET SOUS PREFECTURES,39,11815,8223,69.6,50,8173,104,INDEPENDANT,FOFANA MAMADOU,2571,31.46,False,21,FOFANA MAMADOU
