region,code_circonscription,circonscription,nb_bv,inscrits,votants,taux_participation,bulletins_nuls,suffrages_exprimes,bulletins_blancs,parti,candidat,voix,pourcentage_voix,elu,page_source,candidat_canon
AGNEBY TIASSA,001,ABOUDE ATTOBROU GUESSIGUIE GRAND MORIE LOVIGUIE ORESS KROBOU COMMUNES ET SOUS PREFECTURES AGBOVILLE SOUS PREFECTURE,144,52106,14070,27.0,388,13682,76,INDEPENDANT,KOTO EHOU SOPIE,547,4.0,False,1,KOTO EHOU SOPIE
AGNEBY TIASSA,001,ABOUDE ATTOBROU GUESSIGUIE GRAND MORIE LOVIGUIE ORESS KROBOU COMMUNES ET SOUS PREFECTURES AGBOVILLE SOUS PREFECTURE,144,52106,14070,27.0,388,13682,76,RHDP,KOFFI AKA CHARLES,9078,66.35,True,1,KOFFI AKA CHARLES
AGNEBY TIASSA,001,ABOUDE ATTOBROU GUESSIGUIE GRAND MORIE LOVIGUIE ORESS KROBOU COMMUNES ET SOUS PREFECTURES AGBOVILLE SOUS PREFECTURE,144,52106,14070,27.0,388,13682,76,INDEPENDANT,YEPIE KOUASSI THEODORE,58,0.42,False,1,YEPIE KOUASSI THEODORE
AGNEBY TIASSA,001,ABOUDE ATTOBROU GUESSIGUIE GRAND MORIE LOVIGUIE ORESS KROBOU COMMUNES ET SOUS PREFECTURES AGBOVILLE SOUS PREFECTURE,144,52106,14070,27.0,388,13682,76,INDEPENDANT,TCHIMOU GNAMON BERTRAND,1991,14.55,False,1,TCHIMOU GNAMON BERTRAND
AGNEBY TIASSA,001,ABOUDE ATTOBROU GUESSIGUIE GRAND MORIE LOVIGUIE ORESS KROBOU COMMUNES ET SOUS PREFECTURES AGBOVILLE SOUS PREFECTURE,144,52106,14070,27.0,388,13682,76,INDEPENDANT,BOKA BOKA MAURICE,674,4.93,False,1,BOKA BOKA MAURICE
AGNEBY TIASSA,001,ABOUDE ATTOBROU GUESSIGUIE GRAND MORIE LOVIGUIE ORESS KROBOU COMMUNES ET SOUS PREFECTURES AGBOVILLE SOUS PREFECTURE,144,52106,14070,27.0,388,13682,76,ADCI,EDI DOFFOU PAUL,331,2.42,False,1,EDI DOFFOU PAUL
AGNEBY TIASSA,001,ABOUDE ATTOBROU GUESSIGUIE GRAND MORIE LOVIGUIE ORESS KROBOU COMMUNES ET SOUS PREFECTURES AGBOVILLE SOUS PREFECTURE,144,52106,14070,27.0,388,13682,76,FPI,N GUESSAN KOTCHI REMI,474,3.46,False,1,N GUESSAN KOTCHI REMI
AGNEBY TIASSA,001,ABOUDE ATTOBROU GUESSIGUIE GRAND MORIE LOVIGUIE ORESS KROBOU COMMUNES ET SOUS PREFECTURES AGBOVILLE SOUS PREFECTURE,144,52106,14070,27.0,388,13682,76,MGC,NANDO YAVO SERGE,453,3.31,False,1,NANDO YAVO SERGE
AGNEBY TIASSA,002,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,ADCI,OCHOU WROHOUM MARIE PASCALE,296,2.37,False,1,OCHOU WROHOUM MARIE PASCALE
AGNEBY TIASSA,002,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,RHDP,DIMBA N GOU PIERRE,10675,85.37,True,1,DIMBA N GOU PIERRE
AGNEBY TIASSA,002,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,INDEPENDANT,OCHO KOKOU BERTRAND,20,0.16,False,1,OCHO KOKOU BERTRAND
AGNEBY TIASSA,002,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,INDEPENDANT,TETCHI EHOUE ANTOINE,75,0.6,False,1,TETCHI EHOUE ANTOINE
AGNEBY TIASSA,002,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,INDEPENDANT,N GOU KOKOLA GRACIASSE,30,0.24,False,1,N GOU KOKOLA GRACIASSE
AGNEBY TIASSA,002,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,PDCI RDA,OHOUNA N TAKPE NICAISE,1327,10.61,False,1,OHOUNA N TAKPE NICAISE
AGNEBY TIASSA,003,AZAGUIE COMMUNE ET SOUS PREFECTURE,44,15515,5174,33.35,73,5101,24,INDEPENDANT,KOUAME YAO FREDERIC,439,8.61,False,1,KOUAME YAO FREDERIC
AGNEBY TIASSA,003,AZAGUIE COMMUNE ET SOUS PREFECTURE,44,15515,5174,33.35,73,5101,24,INDEPENDANT,DOUMBIA HAMED CHEICK YVANN,1549,30.37,False,1,DOUMBIA HAMED CHEICK YVANN
AGNEBY TIASSA,003,AZAGUIE COMMUNE ET SOUS PREFECTURE,44,15515,5174,33.35,73,5101,24,INDEPENDANT,KPATA APPIA EDI JORES,863,16.92,False,1,KPATA APPIA EDI JORES
AGNEBY TIASSA,003,AZAGUIE COMMUNE ET SOUS PREFECTURE,44,15515,5174,33.35,73,5101,24,INDEPENDANT,KIPRE LIPIA MIREILLE,38,0.74,False,1,KIPRE LIPIA MIREILLE
AGNEBY TIASSA,003,AZAGUIE COMMUNE ET SOUS PREFECTURE,44,15515,5174,33.35,73,5101,24,INDEPENDANT,ADJA OWO GILLES ROGER,96,1.88,False,1,ADJA OWO GILLES ROGER
AGNEBY TIASSA,003,AZAGUIE COMMUNE ET SOUS PREFECTURE,44,15515,5174,33.35,73,5101,24,RHDP,ALAIN EKISSI,1673,32.8,True,1,ALAIN EKISSI
AGNEBY TIASSA,003,AZAGUIE COMMUNE ET SOUS PREFECTURE,44,15515,5174,33.35,73,5101,24,INDEPENDANT,BAMBA IDRISSA,256,5.02,False,1,BAMBA IDRISSA
AGNEBY TIASSA,003,AZAGUIE COMMUNE ET SOUS PREFECTURE,44,15515,5174,33.35,73,5101,24,PDCI RDA,EKISSI HUBERSON EVARISTHO ALVARIS,163,3.2,False,1,EKISSI HUBERSON EVARISTHO ALVARIS
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,INDEPENDANT,AKOUE BEDE ANSELME,203,2.74,False,1,AKOUE BEDE ANSELME
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,INDEPENDANT,TCHIMOU OKOMAN EMMANUEL,1668,22.51,False,1,TCHIMOU OKOMAN EMMANUEL
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,INDEPENDANT,OFFO ABOLE SYLVAIN,827,11.16,False,1,OFFO ABOLE SYLVAIN
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,INDEPENDANT,N GOU OKAUGNY YANNICK ANICET,110,1.48,False,1,N GOU OKAUGNY YANNICK ANICET
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,RHDP,KOUASSI MARIE VIRGINIE,2607,35.19,True,1,KOUASSI MARIE VIRGINIE
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,INDEPENDANT,ATIN ERIC ALAIN,355,4.79,False,1,ATIN ERIC ALAIN
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,INDEPENDANT,OFFO BEDIA AKE VINCENT,197,2.66,False,1,OFFO BEDIA AKE VINCENT
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,INDEPENDANT,KOFFI ANGBA GUY RICHARD,65,0.88,False,1,KOFFI ANGBA GUY RICHARD
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,FPI,ASSEKE BERNARD,117,1.58,False,1,ASSEKE BERNARD
AGNEBY TIASSA,004,ANANGUIE CECHI ET RUBINO COMMUNES ET SOUS PREFECTURES,72,23466,7650,32.6,241,7409,49,PDCI RDA,N GUESSAN AKA ARNAUD,1211,16.34,False,1,N GUESSAN AKA ARNAUD
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,BOTTI ADJIRI BERNARD,1127,10.81,False,2,BOTTI ADJIRI BERNARD
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,YAO YAO ERIC ARMAND,1710,16.41,False,2,YAO YAO ERIC ARMAND
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,BIPKO DANIELLE ADAHI,1417,13.6,False,2,BIPKO DANIELLE ADAHI
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,KOPRO AMANI PIERRE VENCESLAS VINCENT,580,5.57,False,2,KOPRO AMANI PIERRE VENCESLAS VINCENT
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,RHDP,N GATA BRIE JOSEPH,3574,34.3,True,2,N GATA BRIE JOSEPH
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,SAHORE N GUESSAN PASCAL,157,1.51,False,2,SAHORE N GUESSAN PASCAL
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,ADOU JOSE ANTONIO,64,0.61,False,2,ADOU JOSE ANTONIO
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,ADANGBA KASSA KASSA RAPHAEL,32,0.31,False,2,ADANGBA KASSA KASSA RAPHAEL
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,PDCI RDA,ASSOUMOU BAKA CHARLES,1626,15.6,False,2,ASSOUMOU BAKA CHARLES
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,RHDP,KANGBE YAYORO CHARLES LOPEZ,3169,35.46,True,2,KANGBE YAYORO CHARLES LOPEZ
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,ADCI,CAMARA ISSOUF,1848,20.68,False,2,CAMARA ISSOUF
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,TANOH AMOI CHRISTIAN,88,0.98,False,2,TANOH AMOI CHRISTIAN
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,GOUHAN EKANZA JULES ROLAND MONSIHO,282,3.16,False,2,GOUHAN EKANZA JULES ROLAND MONSIHO
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,N GUESSAN AUGUSTIN KOUAKOU KASSI,868,9.71,False,2,N GUESSAN AUGUSTIN KOUAKOU KASSI
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,INDEPENDANT,KOUAKOU NGORAN JEROME,126,1.41,False,2,KOUAKOU NGORAN JEROME
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,CNPCIN,YAO CHRIST FRANCIS ALAIN GILLES,110,1.23,False,2,YAO CHRIST FRANCIS ALAIN GILLES
AGNEBY TIASSA,005,GOMON ET SIKENSI COMMUNES ET SOUS PREFECTURES,102,37720,10768,28.55,347,10421,134,PDCI RDA,OBOUMOU GOLE MARCELIN,2375,26.57,False,2,OBOUMOU GOLE MARCELIN
AGNEBY TIASSA,007,MOROKRO ET TIASSALE COMMUNES ET SOUS PREFECTURES,123,39362,16841,42.78,518,16323,118,ADCI GP PAIX VALEUR,ASSALE TIEMOKO ANTOINE,7489,45.88,False,2,ASSALE TIEMOKO ANTOINE
AGNEBY TIASSA,007,MOROKRO ET TIASSALE COMMUNES ET SOUS PREFECTURES,123,39362,16841,42.78,518,16323,118,RHDP,SANOGO DRAMANE ALPHA,8557,52.42,True,2,SANOGO DRAMANE ALPHA
AGNEBY TIASSA,007,MOROKRO ET TIASSALE COMMUNES ET SOUS PREFECTURES,123,39362,16841,42.78,518,16323,118,PDCI RDA,MIAN OCTAVI PEROU,159,0.97,False,2,MIAN OCTAVI PEROU
AGNEBY TIASSA,008,PACOBO ET TAABO COMMUNES ET SOUS PREFECTURES,68,23159,7576,32.71,399,7177,64,GJPA CI,KOFFI NDRI FERDINAND,35,0.49,False,2,KOFFI NDRI FERDINAND
AGNEBY TIASSA,008,PACOBO ET TAABO COMMUNES ET SOUS PREFECTURES,68,23159,7576,32.71,399,7177,64,INDEPENDANT,KOUASSI KOFFI KAN ANICET DIDIER,881,12.28,False,2,KOUASSI KOFFI KAN ANICET DIDIER
AGNEBY TIASSA,008,PACOBO ET TAABO COMMUNES ET SOUS PREFECTURES,68,23159,7576,32.71,399,7177,64,INDEPENDANT,BOKA YAO DANIEL,911,12.69,False,2,BOKA YAO DANIEL
AGNEBY TIASSA,008,PACOBO ET TAABO COMMUNES ET SOUS PREFECTURES,68,23159,7576,32.71,399,7177,64,RHDP,KOUADIO BEUGRE BERNARD,3912,54.51,True,2,KOUADIO BEUGRE BERNARD
AGNEBY TIASSA,008,PACOBO ET TAABO COMMUNES ET SOUS PREFECTURES,68,23159,7576,32.71,399,7177,64,INDEPENDANT,NAHOUNOU FELICITE VERONIQUE N GUESSAN,81,1.13,False,2,NAHOUNOU FELICITE VERONIQUE N GUESSAN
AGNEBY TIASSA,008,PACOBO ET TAABO COMMUNES ET SOUS PREFECTURES,68,23159,7576,32.71,399,7177,64,INDEPENDANT,MBASSIDJE EDDOH CHRISTIAN RICHARD,59,0.82,False,2,MBASSIDJE EDDOH CHRISTIAN RICHARD
AGNEBY TIASSA,008,PACOBO ET TAABO COMMUNES ET SOUS PREFECTURES,68,23159,7576,32.71,399,7177,64,INDEPENDANT,EBOU ADJOUA ANGELE,84,1.17,False,2,EBOU ADJOUA ANGELE
AGNEBY TIASSA,008,PACOBO ET TAABO COMMUNES ET SOUS PREFECTURES,68,23159,7576,32.71,399,7177,64,PDCI RDA,KOUAME KOFFI RUFIN,1150,16.02,False,2,KOUAME KOFFI RUFIN
BAFING,009,BOOKO BOROTOU MAHANDOUGOU ET NIOKOSSO COMMUNES ET SOUS PREFECTURES,77,17626,11919,67.62,59,11860,158,INDEPENDANT,DIABATE MAMADOU,75,0.63,False,3,DIABATE MAMADOU
BAFING,009,BOOKO BOROTOU MAHANDOUGOU ET NIOKOSSO COMMUNES ET SOUS PREFECTURES,77,17626,11919,67.62,59,11860,158,PDCI RDA,SOUMAHORO SOULEYMANE,408,3.44,False,3,SOUMAHORO SOULEYMANE
BAFING,009,BOOKO BOROTOU MAHANDOUGOU ET NIOKOSSO COMMUNES ET SOUS PREFECTURES,77,17626,11919,67.62,59,11860,158,RHDP,DIOMANDE LASSINA,11219,94.6,True,3,DIOMANDE LASSINA
BAFING,010,KORO COMMUNE ET SOUS PREFECTURE,42,13092,6583,50.28,117,6466,74,INDEPENDANT,BAKAYOKO KARAMOKO,2894,44.76,False,3,BAKAYOKO KARAMOKO
BAFING,010,KORO COMMUNE ET SOUS PREFECTURE,42,13092,6583,50.28,117,6466,74,RHDP,SOUMAHORO YOUSSOUF,3498,54.1,True,3,SOUMAHORO YOUSSOUF
BAFING,011,GBELO GOUEKAN KOONAN OUANINOU SABOUDOUGOU ET SANTA COMMUNES ET SOUS PREFECTURES,106,25316,15353,60.65,215,15138,208,CNJB ADO,DIOMANDE AMARA,68,0.45,False,3,DIOMANDE AMARA
BAFING,011,GBELO GOUEKAN KOONAN OUANINOU SABOUDOUGOU ET SANTA COMMUNES ET SOUS PREFECTURES,106,25316,15353,60.65,215,15138,208,INDEPENDANT,BAMBA MORY,2724,17.99,False,3,BAMBA MORY
BAFING,011,GBELO GOUEKAN KOONAN OUANINOU SABOUDOUGOU ET SANTA COMMUNES ET SOUS PREFECTURES,106,25316,15353,60.65,215,15138,208,RHDP,MAMADOU SANOGO,6026,39.81,True,3,MAMADOU SANOGO
BAFING,011,GBELO GOUEKAN KOONAN OUANINOU SABOUDOUGOU ET SANTA COMMUNES ET SOUS PREFECTURES,106,25316,15353,60.65,215,15138,208,INDEPENDANT,BAMBA MAMADOU,123,0.81,False,3,BAMBA MAMADOU
BAFING,011,GBELO GOUEKAN KOONAN OUANINOU SABOUDOUGOU ET SANTA COMMUNES ET SOUS PREFECTURES,106,25316,15353,60.65,215,15138,208,INDEPENDANT,DIOMANDE ABDOUL AHMARA,5989,39.56,False,3,DIOMANDE ABDOUL AHMARA
BAFING,012,DIOMAN FOUNGBESSO ET GUINTEGUELA COMMUNES ET SOUS PREFECTURES TOUBA SOUS PREFECTURE,96,21299,13342,62.64,196,13146,141,INDEPENDANT,MEMAN BAMBA,1524,11.59,False,3,MEMAN BAMBA
BAFING,012,DIOMAN FOUNGBESSO ET GUINTEGUELA COMMUNES ET SOUS PREFECTURES TOUBA SOUS PREFECTURE,96,21299,13342,62.64,196,13146,141,INDEPENDANT,ALIDJOU TOURE,3256,24.77,False,3,ALIDJOU TOURE
BAFING,012,DIOMAN FOUNGBESSO ET GUINTEGUELA COMMUNES ET SOUS PREFECTURES TOUBA SOUS PREFECTURE,96,21299,13342,62.64,196,13146,141,INDEPENDANT,KONE MAMADOU,2287,17.4,False,3,KONE MAMADOU
BAFING,012,DIOMAN FOUNGBESSO ET GUINTEGUELA COMMUNES ET SOUS PREFECTURES TOUBA SOUS PREFECTURE,96,21299,13342,62.64,196,13146,141,INDEPENDANT,MIAMAN KONE,1098,8.35,False,3,MIAMAN KONE
BAFING,012,DIOMAN FOUNGBESSO ET GUINTEGUELA COMMUNES ET SOUS PREFECTURES TOUBA SOUS PREFECTURE,96,21299,13342,62.64,196,13146,141,RHDP,DIOMANDE VASSADIA,3613,27.48,True,3,DIOMANDE VASSADIA
BAFING,012,DIOMAN FOUNGBESSO ET GUINTEGUELA COMMUNES ET SOUS PREFECTURES TOUBA SOUS PREFECTURE,96,21299,13342,62.64,196,13146,141,INDEPENDANT,MOUSSA BAMBA,1227,9.33,False,3,MOUSSA BAMBA
BAFING,013,TOUBA COMMUNE,47,14962,7151,47.79,54,7097,75,RHDP,SANOGO MOUSSA,4962,69.92,True,3,SANOGO MOUSSA
BAFING,013,TOUBA COMMUNE,47,14962,7151,47.79,54,7097,75,INDEPENDANT,BAMBA ANZOUMANA,2060,29.03,False,3,BAMBA ANZOUMANA
BAGOUE,014,BAYA KASSERE ET SIEMPURGO COMMUNES ET SOUS PREFECTURES,63,19315,12802,66.28,330,12472,204,RHDP,COULIBALY FONONNA CHEICK AHMED,5606,44.95,True,3,COULIBALY FONONNA CHEICK AHMED
BAGOUE,014,BAYA KASSERE ET SIEMPURGO COMMUNES ET SOUS PREFECTURES,63,19315,12802,66.28,330,12472,204,INDEPENDANT,OUATTARA GUIBESSONGUI ISSA,4488,35.98,False,3,OUATTARA GUIBESSONGUI ISSA
BAGOUE,014,BAYA KASSERE ET SIEMPURGO COMMUNES ET SOUS PREFECTURES,63,19315,12802,66.28,330,12472,204,INDEPENDANT,COULIBALY LASSINAN,1576,12.64,False,3,COULIBALY LASSINAN
BAGOUE,014,BAYA KASSERE ET SIEMPURGO COMMUNES ET SOUS PREFECTURES,63,19315,12802,66.28,330,12472,204,INDEPENDANT,COULIBALY ZIE SOUMAILA,598,4.79,False,3,COULIBALY ZIE SOUMAILA
BAGOUE,015,BOUNDIALI ET GANAONI COMMUNES ET SOUS PREFECTURES,106,36892,36846,99.88,0,36846,0,RHDP,KONE MARIATOU,36846,100.0,True,3,KONE MARIATOU
BAGOUE,016,BLESSEGUE ET KOUTO COMMUNES ET SOUS PREFECTURES,59,19903,11808,59.33,70,11738,215,INDEPENDANT,TRAORE DON SAMUEL,3692,31.45,False,3,TRAORE DON SAMUEL
BAGOUE,016,BLESSEGUE ET KOUTO COMMUNES ET SOUS PREFECTURES,59,19903,11808,59.33,70,11738,215,RHDP,KONE NABAGNE BRUNO,7831,66.71,True,3,KONE NABAGNE BRUNO
BAGOUE,017,GBON KOLIA ET SIANHALA COMMUNES ET SOUS PREFECTURES,88,31360,20373,64.96,183,20190,378,INDEPENDANT,KONE KARIMOU,1242,6.15,False,3,KONE KARIMOU
BAGOUE,017,GBON KOLIA ET SIANHALA COMMUNES ET SOUS PREFECTURES,88,31360,20373,64.96,183,20190,378,INDEPENDANT,BALLO NOUHO,10331,51.17,True,3,BALLO NOUHO
BAGOUE,017,GBON KOLIA ET SIANHALA COMMUNES ET SOUS PREFECTURES,88,31360,20373,64.96,183,20190,378,RHDP,TOURE ALPHA YAYA,8239,40.81,False,3,TOURE ALPHA YAYA
BAGOUE,018,DEBETE KANAKONO PAPARA ET TENGRELA COMMUNES ET SOUS PREFECTURES,109,36904,22247,60.28,221,22026,197,INDEPENDANT,KONE SEYDOU,274,1.24,False,3,KONE SEYDOU
BAGOUE,018,DEBETE KANAKONO PAPARA ET TENGRELA COMMUNES ET SOUS PREFECTURES,109,36904,22247,60.28,221,22026,197,INDEPENDANT,DIARRASSOUBA SOUMAILA,11811,53.62,True,3,DIARRASSOUBA SOUMAILA
BAGOUE,018,DEBETE KANAKONO PAPARA ET TENGRELA COMMUNES ET SOUS PREFECTURES,109,36904,22247,60.28,221,22026,197,INDEPENDANT,DIARRASSOUBA ABDOULAYE,3070,13.94,False,3,DIARRASSOUBA ABDOULAYE
BAGOUE,018,DEBETE KANAKONO PAPARA ET TENGRELA COMMUNES ET SOUS PREFECTURES,109,36904,22247,60.28,221,22026,197,RHDP,TRAORE MARIAME,6674,30.3,False,3,TRAORE MARIAME
BELIER,019,BOLI DIDIEVI MOLONOU BLE ET TIE N DIEKRO COMMUNES ET SOUS PREFECTURES,129,36304,11536,31.78,421,11115,138,RHDP,KOFFI KOFFI SERAPHIN,5037,45.32,False,4,KOFFI KOFFI SERAPHIN
BELIER,019,BOLI DIDIEVI MOLONOU BLE ET TIE N DIEKRO COMMUNES ET SOUS PREFECTURES,129,36304,11536,31.78,421,11115,138,INDEPENDANT,KONAN ULRICH KOUADIO SERGE RENE,199,1.79,False,4,KONAN ULRICH KOUADIO SERGE RENE
BELIER,019,BOLI DIDIEVI MOLONOU BLE ET TIE N DIEKRO COMMUNES ET SOUS PREFECTURES,129,36304,11536,31.78,421,11115,138,PDCI RDA,N GUESSAN KOUASSI EDOUARD,5741,51.65,True,4,N GUESSAN KOUASSI EDOUARD
BELIER,020,LOMOKANKRO MOLONOU TLEBISSOU ET YAKPABO SAKASSOU COMMUNES ET SOUS PREFECTURES,147,42781,14778,34.54,537,14241,134,INDEPENDANT,ENSEMBLE TOUT EST POSSIBLE,80,0.56,False,4,ENSEMBLE TOUT EST POSSIBLE
BELIER,020,LOMOKANKRO MOLONOU TLEBISSOU ET YAKPABO SAKASSOU COMMUNES ET SOUS PREFECTURES,147,42781,14778,34.54,537,14241,134,INDEPENDANT,LES PROGRESSISTES,222,1.56,False,4,LES PROGRESSISTES
BELIER,020,LOMOKANKRO MOLONOU TLEBISSOU ET YAKPABO SAKASSOU COMMUNES ET SOUS PREFECTURES,147,42781,14778,34.54,537,14241,134,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,6127,43.02,False,4,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE
BELIER,020,LOMOKANKRO MOLONOU TLEBISSOU ET YAKPABO SAKASSOU COMMUNES ET SOUS PREFECTURES,147,42781,14778,34.54,537,14241,134,INDEPENDANT,ENSEMBLE POUR LE DEVELOPPEMENT,190,1.33,False,4,ENSEMBLE POUR LE DEVELOPPEMENT
BELIER,020,LOMOKANKRO MOLONOU TLEBISSOU ET YAKPABO SAKASSOU COMMUNES ET SOUS PREFECTURES,147,42781,14778,34.54,537,14241,134,PRO CI,PRO COTE DIVOIRE POUR UN PARLEMENT DEFENSEUR DES POPULATIONS,70,0.49,False,4,PRO COTE DIVOIRE POUR UN PARLEMENT DEFENSEUR DES POPULATIONS
BELIER,020,LOMOKANKRO MOLONOU TLEBISSOU ET YAKPABO SAKASSOU COMMUNES ET SOUS PREFECTURES,147,42781,14778,34.54,537,14241,134,PDCI RDA,TOUS ENSEMBLE POUR LA COTE D IVOIRE,7418,52.09,True,4,TOUS ENSEMBLE POUR LA COTE D IVOIRE
BELIER,021,TOUMODI COMMUNE,84,31946,9783,30.62,338,9445,57,RHDP,GOUDOU RAYMONDE COFFIE,4615,48.86,False,4,GOUDOU RAYMONDE COFFIE
BELIER,021,TOUMODI COMMUNE,84,31946,9783,30.62,338,9445,57,INDEPENDANT,SENI KONAN JULES NANGLE,143,1.51,False,4,SENI KONAN JULES NANGLE
BELIER,021,TOUMODI COMMUNE,84,31946,9783,30.62,338,9445,57,PDCI RDA,ALLIALI HERVE DOMINIQUE DIE,4630,49.02,True,4,ALLIALI HERVE DOMINIQUE DIE
BELIER,022,ANGODA BONIKRO DJEKANOU KPOUEBO KOKUMBO COMMUNES ET SOUS PREFECTURES TOUMODI SOUS PREFECTURE,139,43279,12775,29.52,556,12219,128,INDEPENDANT,KOUADIO N GUESSAN CHARLES,160,1.31,False,4,KOUADIO N GUESSAN CHARLES
BELIER,022,ANGODA BONIKRO DJEKANOU KPOUEBO KOKUMBO COMMUNES ET SOUS PREFECTURES TOUMODI SOUS PREFECTURE,139,43279,12775,29.52,556,12219,128,INDEPENDANT,N GUESSAN KOUAME MARIUS MAURINIER,61,0.5,False,4,N GUESSAN KOUAME MARIUS MAURINIER
BELIER,022,ANGODA BONIKRO DJEKANOU KPOUEBO KOKUMBO COMMUNES ET SOUS PREFECTURES TOUMODI SOUS PREFECTURE,139,43279,12775,29.52,556,12219,128,RHDP,KONAN YAO SIMPLICE,4846,39.66,False,4,KONAN YAO SIMPLICE
BELIER,022,ANGODA BONIKRO DJEKANOU KPOUEBO KOKUMBO COMMUNES ET SOUS PREFECTURES TOUMODI SOUS PREFECTURE,139,43279,12775,29.52,556,12219,128,INDEPENDANT,N DA KOUASSI JULES,97,0.79,False,4,N DA KOUASSI JULES
BELIER,022,ANGODA BONIKRO DJEKANOU KPOUEBO KOKUMBO COMMUNES ET SOUS PREFECTURES TOUMODI SOUS PREFECTURE,139,43279,12775,29.52,556,12219,128,INDEPENDANT,KOUADIO KOFFI ASSASSI MARCEL,85,0.7,False,4,KOUADIO KOFFI ASSASSI MARCEL
BELIER,022,ANGODA BONIKRO DJEKANOU KPOUEBO KOKUMBO COMMUNES ET SOUS PREFECTURES TOUMODI SOUS PREFECTURE,139,43279,12775,29.52,556,12219,128,INDEPENDANT,KOUAKOU KOUADIO JUVENAL,60,0.49,False,4,KOUAKOU KOUADIO JUVENAL
